07 09 39 -00 48 30 NGC 2346 PLNNB12.5
07 10 14 -08 37 30 NGC 2349 NONEX
07 14 50 -10 18 32 NGC 2353 OPNCL07.1
07 16 50 -09 26 33 Sh2-294 BRTNB
07 20 57 -01 06 35 Berk 37 OPNCL
07 21 03 -07 34 35 NGC 2364 OPNCL
07 21 14 -10 23 35 NGC 2368 OPNCL11.8
07 22 09 -02 52 35 Berk 77 OPNCL
07 25 14 -09 39 36 NGC 2377 GALXY12.7
07 26 51 -05 22 37 PK221+ 5.1PLNNB14.8
07 30 09 -00 21 38 NGC 2399 3STAR
07 30 15 -00 21 38 NGC 2400 3STAR
07 31 56 -08 14 39 Czernik 30OPNCL
07 37 32 -09 39 41 PK226+ 5.1PLNNB13.9
07 38 38 -10 41 42 Mel 72 OPNCL10.1
07 40 08 -09 41 42 Cr 467 OPNCL11.8
07 40 33 -01 35 42 UGC 3964 GALXY13.1
07 46 57 -04 36 45 Berk 39 OPNCL
07 59 27 -00 38 50 NGC 2494 GALXY13.1
08 00 26 -10 47 50 NGC 2506 OPNCL07.6
08 06 57 -02 52 53 PK224+15.1PLNNB15.4
