11 16 23 +04 41 11 Sun
12 24 48 +01 50 57 Moon
11 27 39 +05 08 17 Mercury
09 16 34 +08 37 58 Venus
16 10 51 -22 52 20 Mars
02 10 49 +11 36 28 Jupiter
03 00 29 +14 26 32 Saturn
21 05 00 -17 25 34 Uranus
20 16 25 -19 28 08 Neptune
16 32 12 -10 28 08 Pluto
