23 02 09 +42 21 11 1 Andromeda
23 02 50 +42 47 05 2 Andromeda
23 04 24 +50 04 45 3 Andromeda
23 07 53 +46 24 52 4 Andromeda
23 07 59 +49 19 23 5 Andromeda
23 10 41 +43 34 17 6 Andromeda
23 12 47 +49 26 01 7 Andromeda
23 17 58 +49 02 34 8 Andromeda
23 18 37 +41 48 04 9 Andromeda
23 20 06 +42 06 20 10 Andromeda
23 19 43 +48 39 10 11 Andromeda
23 21 07 +38 12 35 12 Andromeda
23 27 21 +42 56 22 13 Andromeda
23 31 32 +39 15 50 14 Andromeda
23 34 52 +40 15 51 15 Andromeda
23 37 48 +46 29 09 16 Andromeda
23 38 23 +43 17 45 17 Andromeda
23 39 23 +50 29 58 18 Andromeda
23 40 39 +44 21 42 19 Andromeda
23 46 17 +46 26 53 20 Andromeda
00 08 39 +29 07 06 21 Andromeda
00 10 35 +46 06 00 22 Andromeda
00 13 46 +41 03 47 23 Andromeda
00 17 22 +38 42 34 24 Andromeda
00 18 35 +36 48 47 25 Andromeda
00 18 58 +43 49 08 26 Andromeda
00 21 23 +37 59 47 27 Andromeda
00 30 23 +29 46 45 28 Andromeda
00 37 08 +33 44 49 29 Andromeda
00 38 49 +29 20 21 30 Andromeda
00 39 35 +30 53 18 31 Andromeda
00 41 23 +39 29 10 32 Andromeda
00 47 36 +24 17 40 34 Andromeda
00 50 05 +41 06 22 35 Andromeda
00 55 14 +23 39 19 36 Andromeda
00 57 02 +38 31 35 37 Andromeda
00 57 28 +23 26 40 38 Andromeda
01 03 11 +41 22 18 39 Andromeda
01 08 18 +43 58 07 41 Andromeda
01 09 48 +47 16 07 42 Andromeda
01 10 00 +35 38 50 43 Andromeda
01 10 35 +42 06 29 44 Andromeda
01 11 27 +37 45 02 45 Andromeda
01 22 38 +45 33 18 46 Andromeda
01 23 57 +37 44 28 47 Andromeda
01 27 57 +45 25 57 48 Andromeda
01 30 24 +47 01 59 49 Andromeda
01 37 05 +41 25 51 50 Andromeda
01 38 18 +48 39 13 51 Andromeda
01 39 39 +44 24 41 52 Andromeda
01 40 52 +40 36 08 53 Andromeda
01 53 35 +40 45 15 55 Andromeda
01 56 27 +37 16 34 56 Andromeda
02 04 13 +42 21 17 57 Andromeda
02 04 13 +42 21 13 57 Andromeda
02 08 47 +37 52 58 58 Andromeda
02 11 11 +39 03 59 59 Andromeda
02 11 10 +39 03 46 59 Andromeda
02 13 32 +44 15 18 60 Andromeda
02 19 36 +47 24 10 62 Andromeda
02 21 18 +50 10 27 63 Andromeda
02 24 44 +50 01 45 64 Andromeda
02 25 57 +50 18 04 65 Andromeda
02 28 11 +50 35 31 66 Andromeda
20 39 39 +00 30 15 1 Aquarius
20 47 56 -09 28 38 2 Aquarius
20 48 00 -05 00 33 3 Aquarius
20 51 41 -05 36 27 4 Aquarius
20 52 25 -05 29 17 5 Aquarius
20 52 55 -08 57 51 6 Aquarius
20 57 10 -09 40 41 7 Aquarius
21 00 49 -04 42 38 11 Aquarius
21 04 21 -05 48 12 12 Aquarius
