21 59 10 +58 46 27 B171
22 04 10 +59 21 28 B173
22 05 10 +58 56 28 B174
22 12 07 +70 31 29 B175
03 23 18 +30 01 03 B202
03 23 18 +30 31 03 B203
03 25 18 +30 01 03 B204
03 26 49 +31 11 02 B205-206
04 15 18 +27 30 44 B209-211-213
04 25 18 +24 30 40 B210-212-215
04 15 18 +27 30 44 B216-217-218
04 30 19 +29 20 38 B219
05 04 19 +32 00 24 B222
05 18 16 +08 20 18 B223
05 26 17 +12 00 15 B225
06 04 18 +19 19 58 B227
16 15 18 -26 00 44 B229
16 25 17 -17 00 40 B230
16 50 19 -32 00 30 B234-237-239
16 49 24 -23 00 31 B238
17 00 19 -30 30 26 B241
17 07 19 -29 40 23 B243
17 07 19 -28 20 23 B244
17 05 18 -22 40 24 B246-60
17 09 19 -29 10 22 B245-247
17 09 37 -28 57 22 B248
17 09 19 -29 10 22 B249
17 09 19 -28 20 22 B250
17 14 06 -19 40 20 B251
17 12 19 -32 10 21 B252
17 16 19 -30 20 19 B254
17 17 54 -23 20 18 B255
17 20 19 -29 00 17 B256
17 20 18 -19 10 17 B259
17 22 19 -25 30 17 B260
17 23 18 -22 58 16 B261
17 20 48 -22 25 17 B262
17 26 19 -26 00 15 B264-265
17 24 18 -20 50 16 B266
17 25 54 -25 10 15 B267
17 29 18 -20 30 14 B268
17 29 18 -20 15 14 B270
17 33 18 -23 00 12 B272
17 35 18 -21 35 11 B274
17 39 19 -30 00 09 B275-278
18 26 48 -23 49 48 B276
17 37 48 -23 00 10 B277
17 40 18 -23 30 09 B279
17 42 18 -21 00 08 B280
17 42 18 -24 10 08 B281
17 47 53 -14 16 05 B284
17 53 37 -29 04 03 B289
17 58 19 -28 11 01 B294
18 01 19 -31 30 00 B295
18 03 37 -27 24 59 B299
18 03 44 -32 22 59 B300
18 06 18 -24 00 57 B302
18 06 24 -24 07 57 B303
18 05 18 -18 59 58 B301-304-297
18 13 07 -25 44 54 B306
18 16 30 -17 49 53 B307
18 15 18 -22 09 53 B308
18 25 18 -17 49 49 B310
18 27 47 -17 44 48 B311
18 28 17 -15 09 48 B312
18 35 16 -09 39 45 B314
18 39 18 -19 59 43 B315
18 39 10 -02 19 43 B316
17 08 54 -22 26 22 B317
18 49 16 -05 49 39 B320
18 50 17 -10 59 38 B321
18 50 16 -04 59 38 B323-325
18 57 04 -03 49 35 B324
19 04 16 -03 04 32 B326
19 01 58 -05 19 33 B327
19 10 15 +02 30 30 B329
19 17 45 +07 25 33 B330
19 27 15 +07 00 37 B331-332
19 26 44 +10 50 37 B333
19 32 50 +12 10 39 B334
19 34 45 +07 27 40 B335
19 34 20 +12 10 40 B336
19 34 44 +12 20 40 B337
19 41 15 +07 15 43 B338
19 42 14 +08 40 43 B339
19 46 32 +11 20 45 B340
20 00 11 +35 00 50 B341
20 07 40 +41 00 53 B342
20 12 11 +40 10 55 B343
20 17 11 +40 30 56 B344
20 23 11 +40 00 59 B347
20 35 11 +42 01 03 B346-348-349
20 57 08 +57 11 10 B354
20 58 58 +46 26 10 B356
20 58 08 +55 31 10 B357
21 05 02 +56 56 12 B359
21 06 09 +56 11 13 B360
21 11 11 +47 11 14 B361
21 23 46 +49 58 18 B362
21 23 41 +48 41 18 B363
21 33 10 +53 41 20 B364
21 34 09 +56 31 21 B365
21 38 39 +59 21 22 B366
21 43 10 +56 59 23 B367
21 50 09 +58 51 25 B368
22 14 11 +55 46 30 B369
