07 14 30 -25 44 32 N 2354 OC 6.5
07 14 50 -10 18 32 N 2353 OC 7.1
07 18 02 -15 37 33 N 2360 OC 7.2
07 19 00 -24 57 34 N 2362 +N 4.1
07 20 19 -21 56 34 N 2367 OC 7.9
07 24 14 -13 16 36 N 2374 OC 8.0
07 25 01 -20 56 36 N 2383 OC 8.4
07 25 19 -21 02 36 N 2384 OC 7.4
07 27 23 +13 34 23 N 2395 OC 8.0
07 28 20 -11 44 38 N 2396 OC 7.0
07 33 32 -15 27 40 N 2414 OC 7.9
07 36 31 -20 37 41 N 2421 OC 8.3
07 36 50 -14 30 41 N 2422 OC 4.4
07 37 20 -13 52 41 N 2423 OC 6.7
07 38 48 +21 33 18 N 2420 OC 8.3
07 41 00 -31 39 43 N 2439 OC 6.9
07 42 02 -14 49 43 N 2437 OC 6.1
07 44 49 -23 52 44 N 2447 OC 6.2
07 45 35 -37 58 44 N 2451 OC 2.8
07 48 00 -27 14 45 N 2453 OC 8.3
07 52 29 -38 33 47 N 2477 OC 5.8
07 52 48 -26 23 47 N 2467 +N 7.0
07 55 07 -24 18 48 N 2482 OC 7.3
07 56 06 -27 56 49 N 2483 OC 7.6
07 56 24 -30 04 49 N 2489 OC 7.9
08 00 26 -10 47 50 N 2506 OC 7.6
08 05 30 -28 10 52 N 2527 OC 6.5
08 07 12 -29 54 53 N 2533 OC 7.6
08 10 56 -12 50 54 N 2539 OC 6.5
08 12 35 -37 38 55 N 2546 OC 6.3
08 14 03 -05 48 55 N 2548 OC 5.8
08 18 48 -30 38 57 N 2567 OC 7.4
08 19 06 -29 44 57 N 2571 OC 7.0
08 21 17 -36 11 58 N 2579 +N 7.5
08 37 30 -29 58 04 N 2627 OC 8.0
08 40 23 +19 57 56 N 2632 OC 3.1
08 50 40 +11 47 52 N 2682 OC 6.9
09 16 12 -36 38 16 N 2818 OC 8.2
09 32 29 +21 28 40 N 2903 Gx 8.9
10 07 13 -40 27 28 N 3132 Pl 8.0
11 06 03 -00 03 37 N 3521 Gx 8.9
12 30 03 +07 58 21 N 4472 Gx 8.4
12 31 03 +12 22 21 N 4486 Gx 8.6
12 39 46 -26 46 39 N 4590 Gb 8.2
