13 42 26 +28 21 30 N 5272 Gb 6.4
20 34 49 +28 19 03 N 6940 OC 6.3
19 52 24 +29 25 47 N 6834 OC 7.8
19 16 48 +30 11 33 N 6779 Gb 8.3
20 06 05 +35 47 52 N 6871 OC 5.2
20 11 29 +35 51 54 N 6883 OC 8.0
16 41 53 +36 27 26 N 6205 Gb 5.9
21 24 36 +36 31 18 N 7063 OC 7.0
20 16 41 +37 38 56 I 4996 OC 7.3
20 24 05 +38 32 59 N 6913 OC 6.6
19 41 28 +40 11 43 N 6819 OC 7.3
20 23 17 +40 47 59 N 6910 OC 7.4
12 51 08 +41 05 22 N 4736 Gx 8.2
13 16 01 +42 00 25 N 5055 Gx 8.6
17 17 15 +43 07 41 N 6341 Gb 6.5
20 03 52 +44 00 52 N 6866 OC 7.6
21 11 23 +45 40 14 N 7039 OC 7.6
19 38 21 +46 34 42 N 6811 OC 6.8
21 23 23 +46 24 18 N 7062 OC 8.3
22 05 24 +46 31 28 N 7209 OC 6.7
12 19 15 +47 16 20 N 4258 Gx 8.3
13 30 07 +47 10 27 N 5194 Gx 8.4
21 12 16 +47 45 15 I 1369 OC 6.8
21 29 35 +47 06 19 N 7082 OC 7.2
21 53 36 +47 17 25 I 5146 +N 7.2
21 32 23 +48 27 20 N 7092 OC 4.6
22 15 30 +49 54 30 N 7243 OC 6.4
23 30 26 +49 09 39 N 7686 OC 5.6
21 30 40 +51 36 20 N 7086 OC 8.4
14 03 23 +54 19 34 N 5457 Gx 7.7
23 57 15 +56 45 40 N 7789 OC 6.7
21 39 15 +57 31 22 I 1396 +N 3.5
22 12 47 +57 18 29 N 7235 OC 7.7
22 20 35 +58 06 31 N 7261 OC 8.4
22 47 12 +58 07 35 N 7380 +N 7.2
20 31 30 +60 39 01 N 6939 OC 7.8
20 34 54 +60 10 03 N 6946 Gx 8.9
23 11 43 +60 35 38 N 7510 OC 6.9
23 24 25 +61 36 39 N 7654 OC 6.9
23 58 39 +61 14 40 N 7790 OC 8.5
21 53 51 +62 37 25 N 7160 OC 6.1
21 00 34 +68 11 11 N 7023 +N 7.0
09 56 00 +69 02 34 N 3031 Gx 6.9
09 56 13 +69 39 34 N 3034 Gx 8.4
