18 13 56 -31 49 54 N 6569 Gb 8.7
18 17 18 -19 52 53 N 6595 OC 7.0
18 17 23 -14 57 53 N 6605 OC 6.0
18 18 23 -12 13 52 N 6604 +N 6.5
18 19 05 -13 46 52 N 6611 +N 6.0
18 20 11 -17 07 51 N 6613 OC 6.9
18 21 05 -16 10 51 N 6618 +N 6.0
18 24 01 -30 21 50 N 6624 Gb 8.3
18 24 48 -24 51 49 N 6626 Gb 6.9
18 27 57 +06 34 12 N 6633 OC 4.6
18 31 44 -32 20 46 N 6637 Gb 7.7
18 31 47 -17 20 46 N 6647 OC 8.0
18 31 54 -19 14 46 I 4725 OC 4.6
18 32 12 -23 28 46 N 6642 Gb 8.8
18 33 47 -10 23 45 N 6649 OC 8.9
18 36 08 -32 58 44 N 6652 Gb 8.9
18 36 42 -23 53 44 N 6656 Gb 5.1
18 36 58 -08 12 44 N 6664 OC 7.8
18 39 15 +05 27 17 I 4756 OC 5.0
18 43 32 -32 17 41 N 6681 Gb 8.1
18 45 28 -09 23 40 N 6694 OC 8.0
18 51 22 -06 15 38 N 6705 OC 5.8
18 51 44 +10 21 22 N 6709 OC 6.7
18 53 22 -08 41 37 N 6712 Gb 8.2
18 54 54 -19 52 36 N 6716 OC 6.9
18 55 25 -30 28 36 N 6715 Gb 7.7
18 59 56 -36 37 34 N 6723 Gb 7.3
19 01 38 +11 36 27 N 6738 OC 8.0
19 08 03 +04 14 29 N 6755 OC 7.5
19 30 49 +20 16 39 N 6802 OC 8.8
19 40 19 -30 57 18 N 6809 Gb 7.0
19 43 19 +23 18 44 N 6823 OC 7.1
19 45 17 -14 47 16 I 4895 Gx 8.0
19 51 13 +23 04 47 N 6830 OC 7.9
19 54 01 +18 47 48 N 6838 Gb 8.3
19 59 49 +22 43 50 N 6853 Pl 8.1
20 06 24 -21 54 08 N 6864 Gb 8.6
20 11 55 +26 33 54 N 6882 OC 8.1
20 12 13 +26 29 55 N 6885 OC 6.0
20 34 27 +07 25 02 N 6934 Gb 8.9
21 04 28 -11 20 48 N 7009 Pl 8.0
21 30 14 +12 11 20 N 7078 Gb 6.4
21 33 45 -00 47 40 N 7089 Gb 6.5
21 40 41 -23 09 38 N 7099 Gb 7.5
